Step,Distillation Loss,CE Loss,Accumulated Distillation Loss,Accumulated CE Loss
86,345.9428405761719,9.57304859161377,29272.345672607422,772.6576457023621
87,239.24298095703125,8.798945426940918,29511.588653564453,781.456591129303
88,234.77732849121094,8.35030746459961,29746.365982055664,789.8068985939026
89,328.44012451171875,8.832367897033691,30074.806106567383,798.6392664909363
90,381.3412780761719,8.937832832336426,30456.147384643555,807.5770993232727
91,218.72264099121094,9.572670936584473,30674.870025634766,817.1497702598572
92,230.2493896484375,9.73274040222168,30905.119415283203,826.8825106620789
93,266.40765380859375,8.71486759185791,31171.527069091797,835.5973782539368
94,412.6923828125,8.946964263916016,31584.219451904297,844.5443425178528
95,151.08749389648438,8.237750053405762,31735.30694580078,852.7820925712585
96,280.5555725097656,9.235411643981934,32015.862518310547,862.0175042152405
97,313.83526611328125,9.051605224609375,32329.697784423828,871.0691094398499
98,223.5175323486328,9.607869148254395,32553.21531677246,880.6769785881042
99,216.706298828125,9.662275314331055,32769.921615600586,890.3392539024353
100,103.08184814453125,8.662643432617188,32873.00346374512,899.0018973350525
101,206.29916381835938,9.170433044433594,33079.30262756348,908.1723303794861
102,363.9939880371094,9.365716934204102,33443.296615600586,917.5380473136902
103,305.9859619140625,9.219156265258789,33749.28257751465,926.757203578949
104,175.41351318359375,8.587242126464844,33924.69609069824,935.3444457054138
105,267.38739013671875,9.354371070861816,34192.08348083496,944.6988167762756
106,96.01622009277344,8.719240188598633,34288.099700927734,953.4180569648743
107,370.39434814453125,9.38089656829834,34658.494049072266,962.7989535331726
108,272.3157653808594,9.119114875793457,34930.809814453125,971.9180684089661
109,340.6070556640625,8.99342155456543,35271.41687011719,980.9114899635315
110,290.8392333984375,8.86225414276123,35562.256103515625,989.7737441062927
111,201.97006225585938,9.57270622253418,35764.226165771484,999.3464503288269
112,255.130615234375,9.28868293762207,36019.35678100586,1008.635133266449
113,126.04046630859375,9.409052848815918,36145.39724731445,1018.0441861152649
114,199.8614044189453,9.404559135437012,36345.2586517334,1027.448745250702
115,270.40924072265625,8.755962371826172,36615.667892456055,1036.204707622528
116,467.1212158203125,9.3446044921875,37082.78910827637,1045.5493121147156
117,322.67279052734375,8.90024471282959,37405.46189880371,1054.4495568275452
118,396.04681396484375,9.559229850769043,37801.508712768555,1064.0087866783142
119,214.788818359375,9.003446578979492,38016.29753112793,1073.0122332572937
120,145.89321899414062,8.697202682495117,38162.19075012207,1081.7094359397888
121,154.64279174804688,9.30869197845459,38316.83354187012,1091.0181279182434
122,122.67363739013672,9.199236869812012,38439.507179260254,1100.2173647880554
123,214.0848388671875,8.923225402832031,38653.59201812744,1109.1405901908875
124,127.47142791748047,8.843226432800293,38781.06344604492,1117.9838166236877
125,283.45953369140625,9.328584671020508,39064.52297973633,1127.3124012947083
126,83.80596160888672,9.607458114624023,39148.328941345215,1136.9198594093323
127,251.9790802001953,9.339890480041504,39400.30802154541,1146.2597498893738
128,176.002685546875,9.958085060119629,39576.310707092285,1156.2178349494934
129,248.48980712890625,9.223142623901367,39824.80051422119,1165.4409775733948
130,186.754638671875,8.908740043640137,40011.55515289307,1174.349717617035
131,146.22930908203125,9.139092445373535,40157.7844619751,1183.4888100624084
132,180.27276611328125,8.973567008972168,40338.05722808838,1192.4623770713806
133,248.2222137451172,9.645055770874023,40586.279441833496,1202.1074328422546
134,312.025634765625,9.784018516540527,40898.30507659912,1211.8914513587952
135,258.2418212890625,9.125571250915527,41156.54689788818,1221.0170226097107
136,208.49644470214844,9.24143123626709,41365.04334259033,1230.2584538459778
137,204.98294067382812,9.28109359741211,41570.02628326416,1239.53954744339
138,257.12933349609375,9.303468704223633,41827.155616760254,1248.8430161476135
139,125.90200805664062,8.348590850830078,41953.057624816895,1257.1916069984436
140,225.7830810546875,9.264726638793945,42178.84070587158,1266.4563336372375
141,159.85791015625,8.972269058227539,42338.69861602783,1275.428602695465
142,135.57449340820312,8.44144058227539,42474.273109436035,1283.8700432777405
143,190.12451171875,8.944032669067383,42664.397621154785,1292.8140759468079
144,189.95452880859375,8.665849685668945,42854.35214996338,1301.4799256324768
145,350.159423828125,9.763129234313965,43204.511573791504,1311.2430548667908
146,231.61962890625,9.495041847229004,43436.131202697754,1320.7380967140198
147,146.37704467773438,9.063228607177734,43582.50824737549,1329.8013253211975
148,451.477783203125,9.097506523132324,44033.98603057861,1338.8988318443298
149,350.8552551269531,9.489103317260742,44384.84128570557,1348.3879351615906
150,174.5890655517578,9.817874908447266,44559.430351257324,1358.2058100700378
151,225.93124389648438,9.671293258666992,44785.36159515381,1367.8771033287048
152,223.08984375,9.73974609375,45008.45143890381,1377.6168494224548
153,371.59490966796875,8.911066055297852,45380.04634857178,1386.5279154777527
154,330.10443115234375,8.878479957580566,45710.15077972412,1395.4063954353333
155,409.5474853515625,9.083564758300781,46119.69826507568,1404.489960193634
156,125.32127380371094,8.708033561706543,46245.019538879395,1413.1979937553406
157,196.61956787109375,9.37527847290039,46441.63910675049,1422.573272228241
158,141.52334594726562,9.203293800354004,46583.162452697754,1431.776566028595
159,274.97991943359375,9.393965721130371,46858.14237213135,1441.1705317497253
160,250.50326538085938,9.736024856567383,47108.64563751221,1450.9065566062927
161,247.80552673339844,9.098793983459473,47356.451164245605,1460.0053505897522
162,274.2161560058594,9.317785263061523,47630.667320251465,1469.3231358528137
163,304.39752197265625,9.288520812988281,47935.06484222412,1478.611656665802
164,317.3647766113281,9.298194885253906,48252.42961883545,1487.909851551056
165,245.0790252685547,9.632196426391602,48497.508644104004,1497.5420479774475
166,286.48095703125,9.880475997924805,48783.989601135254,1507.4225239753723
167,187.50143432617188,9.880887985229492,48971.491035461426,1517.3034119606018
168,139.56875610351562,9.089886665344238,49111.05979156494,1526.393298625946
169,235.42034912109375,9.18800163269043,49346.480140686035,1535.5813002586365
170,345.75360107421875,8.939146995544434,49692.233741760254,1544.520447254181
171,314.666748046875,9.384374618530273,50006.90048980713,1553.9048218727112
172,122.59811401367188,9.004988670349121,50129.4986038208,1562.9098105430603
173,192.96368408203125,8.92678165435791,50322.46228790283,1571.8365921974182
174,267.52093505859375,9.391427993774414,50589.983222961426,1581.2280201911926
175,257.4482421875,9.102176666259766,50847.431465148926,1590.3301968574524
176,106.4283447265625,7.8319268226623535,50953.85980987549,1598.1621236801147
177,204.10354614257812,9.33910846710205,51157.96335601807,1607.5012321472168
178,187.08425903320312,9.629603385925293,51345.04761505127,1617.130835533142
179,43.83868408203125,9.207756042480469,51388.8862991333,1626.3385915756226
180,256.6373291015625,9.097249984741211,51645.52362823486,1635.4358415603638
181,227.8365478515625,9.479000091552734,51873.360176086426,1644.9148416519165
182,302.278076171875,9.183306694030762,52175.6382522583,1654.0981483459473
183,319.3741149902344,9.540141105651855,52495.012367248535,1663.6382894515991
184,297.6510925292969,9.357192993164062,52792.66345977783,1672.9954824447632
185,241.21981811523438,9.541080474853516,53033.88327789307,1682.5365629196167
186,224.34518432617188,9.174736976623535,53258.22846221924,1691.7112998962402
187,183.64773559570312,9.43263053894043,53441.87619781494,1701.1439304351807
188,163.9188232421875,8.583961486816406,53605.79502105713,1709.727891921997
189,189.0259552001953,9.68577766418457,53794.820976257324,1719.4136695861816
190,325.4649658203125,9.545398712158203,54120.28594207764,1728.9590682983398
191,227.8134002685547,8.951972007751465,54348.09934234619,1737.9110403060913
192,156.00592041015625,9.139639854431152,54504.10526275635,1747.0506801605225
193,219.42547607421875,9.159284591674805,54723.53073883057,1756.2099647521973
194,132.70384216308594,9.032660484313965,54856.23458099365,1765.2426252365112
195,222.328369140625,9.239554405212402,55078.56295013428,1774.4821796417236
196,199.1058349609375,9.834731101989746,55277.668785095215,1784.3169107437134
197,223.77947998046875,8.982852935791016,55501.44826507568,1793.2997636795044
198,249.43504333496094,9.690995216369629,55750.883308410645,1802.990758895874
199,255.67869567871094,8.763022422790527,56006.562004089355,1811.7537813186646
200,261.9139404296875,9.022432327270508,56268.47594451904,1820.776213645935
201,359.5738525390625,9.395377159118652,56628.049797058105,1830.1715908050537
202,299.46331787109375,9.299345016479492,56927.5131149292,1839.4709358215332
203,375.06781005859375,9.33812427520752,57302.58092498779,1848.8090600967407
204,164.11578369140625,8.877012252807617,57466.6967086792,1857.6860723495483
205,183.591064453125,9.218968391418457,57650.287773132324,1866.9050407409668
206,165.4130859375,9.678215980529785,57815.700859069824,1876.5832567214966
207,279.7825927734375,9.699075698852539,58095.48345184326,1886.2823324203491
208,146.76052856445312,9.491775512695312,58242.243980407715,1895.7741079330444
209,331.0199890136719,9.323784828186035,58573.26396942139,1905.0978927612305
210,218.63218688964844,9.499571800231934,58791.896156311035,1914.5974645614624
211,205.47962951660156,9.39452075958252,58997.37578582764,1923.991985321045
212,167.51319885253906,9.684643745422363,59164.888984680176,1933.6766290664673
213,367.9996337890625,9.925225257873535,59532.88861846924,1943.6018543243408
214,273.11962890625,8.695674896240234,59806.00824737549,1952.297529220581
215,261.0035400390625,9.28115463256836,60067.01178741455,1961.5786838531494
216,378.8934631347656,9.628277778625488,60445.90525054932,1971.206961631775
217,331.40020751953125,9.360336303710938,60777.30545806885,1980.5672979354858
218,337.7135925292969,9.61922836303711,61115.019050598145,1990.186526298523
219,179.7552947998047,9.334847450256348,61294.77434539795,1999.5213737487793
220,220.97720336914062,9.665913581848145,61515.75154876709,2009.1872873306274
221,216.07986450195312,9.969695091247559,61731.83141326904,2019.156982421875
222,411.73199462890625,9.766521453857422,62143.56340789795,2028.9235038757324
223,260.2847900390625,9.509597778320312,62403.84819793701,2038.4331016540527
224,169.4248046875,9.900705337524414,62573.27300262451,2048.333806991577
225,192.03086853027344,9.706788063049316,62765.303871154785,2058.0405950546265
226,111.11004638671875,9.512678146362305,62876.413917541504,2067.5532732009888
227,302.2667236328125,9.248157501220703,63178.68064117432,2076.8014307022095
228,364.3773193359375,9.991415977478027,63543.057960510254,2086.7928466796875
229,170.52001953125,9.565594673156738,63713.577980041504,2096.3584413528442
230,242.7735595703125,9.574499130249023,63956.35153961182,2105.9329404830933
231,285.3409729003906,9.495001792907715,64241.69251251221,2115.427942276001
232,124.1993408203125,10.134147644042969,64365.89185333252,2125.562089920044
233,233.96316528320312,9.74471378326416,64599.85501861572,2135.306803703308
234,31.904521942138672,15.526597023010254,64631.75954055786,2150.8334007263184
235,327.39837646484375,9.627096176147461,64959.157917022705,2160.460496902466
236,185.88616943359375,9.749178886413574,65145.0440864563,2170.2096757888794
237,285.4705810546875,9.59416389465332,65430.514667510986,2179.8038396835327
238,199.01693725585938,9.91898250579834,65629.53160476685,2189.722822189331
239,200.4554443359375,9.21941089630127,65829.98704910278,2198.9422330856323
240,235.79275512695312,9.662110328674316,66065.77980422974,2208.6043434143066
241,222.49618530273438,9.45012378692627,66288.27598953247,2218.054467201233
242,210.58792114257812,9.520136833190918,66498.86391067505,2227.574604034424
243,127.35540008544922,9.312528610229492,66626.2193107605,2236.8871326446533
244,335.1669921875,9.942262649536133,66961.386302948,2246.8293952941895
245,228.91281127929688,10.023695945739746,67190.2991142273,2256.853091239929
246,50.25371170043945,9.197958946228027,67240.55282592773,2266.051050186157
247,223.1563720703125,9.361248016357422,67463.70919799805,2275.4122982025146
248,326.67132568359375,9.595059394836426,67790.38052368164,2285.007357597351
249,112.54527282714844,9.05160903930664,67902.92579650879,2294.0589666366577
250,111.01377868652344,10.089620590209961,68013.93957519531,2304.1485872268677
251,209.609130859375,9.896705627441406,68223.54870605469,2314.045292854309
252,306.93798828125,10.118287086486816,68530.48669433594,2324.163579940796
253,138.66209411621094,9.249664306640625,68669.14878845215,2333.4132442474365
254,259.1675720214844,9.462897300720215,68928.31636047363,2342.8761415481567
255,303.5423889160156,9.101045608520508,69231.85874938965,2351.9771871566772
256,81.73953247070312,5.756053447723389,69313.59828186035,2357.7332406044006
257,249.29812622070312,9.394332885742188,69562.89640808105,2367.127573490143
258,174.60504150390625,9.093063354492188,69737.50144958496,2376.220636844635
259,213.4224090576172,9.312110900878906,69950.92385864258,2385.532747745514
260,243.18658447265625,9.523889541625977,70194.11044311523,2395.05663728714
261,230.83853149414062,9.946529388427734,70424.94897460938,2405.0031666755676
262,207.89804077148438,9.483166694641113,70632.84701538086,2414.4863333702087
263,131.90289306640625,9.64907455444336,70764.74990844727,2424.135407924652
264,365.66339111328125,9.745882034301758,71130.41329956055,2433.881289958954
265,180.3089141845703,9.877058029174805,71310.72221374512,2443.7583479881287
266,180.85977172851562,9.68496322631836,71491.58198547363,2453.443311214447
267,217.81887817382812,9.875638961791992,71709.40086364746,2463.318950176239
268,222.86729431152344,9.502140998840332,71932.26815795898,2472.8210911750793
269,289.5077819824219,9.842019081115723,72221.7759399414,2482.663110256195
270,311.87042236328125,9.93525505065918,72533.64636230469,2492.5983653068542
271,150.73828125,9.440279960632324,72684.38464355469,2502.0386452674866
272,112.29764556884766,8.316936492919922,72796.68228912354,2510.3555817604065
273,233.16639709472656,9.91021728515625,73029.84868621826,2520.2657990455627
274,109.76468658447266,9.998953819274902,73139.61337280273,2530.2647528648376
275,255.76950073242188,10.06795883178711,73395.38287353516,2540.3327116966248
276,150.08340454101562,9.141919136047363,73545.46627807617,2549.474630832672
277,382.3681945800781,9.861015319824219,73927.83447265625,2559.3356461524963
278,172.60028076171875,9.240307807922363,74100.43475341797,2568.5759539604187
279,308.8433532714844,9.373678207397461,74409.27810668945,2577.949632167816
280,288.7958984375,9.649829864501953,74698.07400512695,2587.599462032318
281,242.35008239746094,9.533480644226074,74940.42408752441,2597.132942676544
282,375.852294921875,9.835537910461426,75316.27638244629,2606.9684805870056
283,165.7970733642578,9.93077564239502,75482.07345581055,2616.8992562294006
284,146.24844360351562,9.004426956176758,75628.32189941406,2625.9036831855774
285,241.72640991210938,9.66431999206543,75870.04830932617,2635.568003177643
286,235.7576904296875,10.11291790008545,76105.80599975586,2645.6809210777283
287,258.69287109375,9.724113464355469,76364.49887084961,2655.4050345420837
288,182.59075927734375,9.25918197631836,76547.08963012695,2664.664216518402
289,205.8296661376953,9.625600814819336,76752.91929626465,2674.2898173332214
290,309.5024719238281,9.878697395324707,77062.42176818848,2684.168514728546
291,153.21334838867188,8.972156524658203,77215.63511657715,2693.1406712532043
292,422.3153381347656,9.523781776428223,77637.95045471191,2702.6644530296326
293,189.80166625976562,9.498905181884766,77827.75212097168,2712.1633582115173
294,212.19268798828125,9.505450248718262,78039.94480895996,2721.6688084602356
295,345.94720458984375,9.525858879089355,78385.8920135498,2731.194667339325
296,422.23541259765625,9.98584270477295,78808.12742614746,2741.180510044098
297,170.92190551757812,9.85492992401123,78979.04933166504,2751.035439968109
298,226.31808471679688,10.208635330200195,79205.36741638184,2761.2440752983093
299,206.25735473632812,9.86838150024414,79411.62477111816,2771.1124567985535
300,340.41986083984375,9.855079650878906,79752.04463195801,2780.9675364494324
301,243.09896850585938,9.675199508666992,79995.14360046387,2790.6427359580994
302,156.99624633789062,9.157844543457031,80152.13984680176,2799.8005805015564
303,294.7313232421875,9.65263557434082,80446.87117004395,2809.453216075897
304,90.19010162353516,10.095367431640625,80537.06127166748,2819.548583507538
305,362.8955383300781,9.996506690979004,80899.95680999756,2829.545090198517
306,105.00199890136719,9.77608585357666,81004.95880889893,2839.3211760520935
307,267.18505859375,9.645642280578613,81272.14386749268,2848.966818332672
308,161.10592651367188,9.602337837219238,81433.24979400635,2858.5691561698914
309,203.01812744140625,9.945595741271973,81636.26792144775,2868.5147519111633
310,194.18759155273438,9.784646987915039,81830.45551300049,2878.2993988990784
311,102.58415222167969,9.510929107666016,81933.03966522217,2887.8103280067444
312,144.197509765625,8.840487480163574,82077.2371749878,2896.650815486908
313,176.02316284179688,9.888724327087402,82253.26033782959,2906.5395398139954
314,286.6348571777344,9.737382888793945,82539.89519500732,2916.2769227027893
315,233.24237060546875,9.815045356750488,82773.1375656128,2926.09196805954
316,300.52685546875,10.221856117248535,83073.66442108154,2936.3138241767883
317,143.80294799804688,10.008512496948242,83217.46736907959,2946.3223366737366
318,224.0279541015625,9.8117036819458,83441.49532318115,2956.1340403556824
319,281.53265380859375,9.514911651611328,83723.02797698975,2965.6489520072937
320,244.59254455566406,9.289694786071777,83967.62052154541,2974.9386467933655
321,295.732177734375,9.453048706054688,84263.35269927979,2984.39169549942
322,154.61312866210938,9.756410598754883,84417.9658279419,2994.148106098175
323,132.1636962890625,8.889486312866211,84550.12952423096,3003.0375924110413
324,237.0486602783203,9.662304878234863,84787.17818450928,3012.699897289276
325,294.38238525390625,9.607778549194336,85081.56056976318,3022.3076758384705
326,173.36871337890625,9.6568603515625,85254.92928314209,3031.964536190033
327,183.59088134765625,9.745779991149902,85438.52016448975,3041.710316181183
328,181.0474853515625,10.008567810058594,85619.56764984131,3051.7188839912415
329,337.79998779296875,10.34212589263916,85957.36763763428,3062.0610098838806
330,155.55337524414062,9.294127464294434,86112.92101287842,3071.355137348175
331,237.95510864257812,9.824739456176758,86350.876121521,3081.179876804352
332,233.55563354492188,10.117452621459961,86584.43175506592,3091.2973294258118
333,187.6646270751953,9.370001792907715,86772.09638214111,3100.6673312187195
334,56.959678649902344,9.067020416259766,86829.05606079102,3109.7343516349792
335,167.69723510742188,9.500178337097168,86996.75329589844,3119.2345299720764
336,243.6551513671875,10.189388275146484,87240.40844726562,3129.423918247223
337,225.37258911132812,10.4236421585083,87465.78103637695,3139.847560405731
338,228.2536163330078,9.57943058013916,87694.03465270996,3149.4269909858704
339,342.12432861328125,10.070162773132324,88036.15898132324,3159.4971537590027
340,350.905029296875,9.879326820373535,88387.06401062012,3169.376480579376
341,205.20066833496094,9.764488220214844,88592.26467895508,3179.140968799591
342,197.14230346679688,10.413904190063477,88789.40698242188,3189.5548729896545
343,247.52346801757812,9.916733741760254,89036.93045043945,3199.471606731415
344,302.80877685546875,9.912013053894043,89339.73922729492,3209.383619785309
345,246.22894287109375,9.77320384979248,89585.96817016602,3219.1568236351013
346,266.57452392578125,9.729846000671387,89852.5426940918,3228.8866696357727
347,216.5977325439453,10.090373992919922,90069.14042663574,3238.9770436286926
348,199.8463897705078,9.839569091796875,90268.98681640625,3248.8166127204895
349,243.62933349609375,9.69122314453125,90512.61614990234,3258.5078358650208
350,235.11611938476562,9.710281372070312,90747.73226928711,3268.218117237091
351,247.52621459960938,9.822504043579102,90995.25848388672,3278.04062128067
352,239.46722412109375,9.83681869506836,91234.72570800781,3287.8774399757385
353,167.92396545410156,10.092455863952637,91402.64967346191,3297.969895839691
354,208.8680419921875,9.670008659362793,91611.5177154541,3307.639904499054
355,239.998779296875,9.6650972366333,91851.51649475098,3317.3050017356873
356,165.82452392578125,9.107284545898438,92017.34101867676,3326.4122862815857
357,358.99127197265625,9.828527450561523,92376.33229064941,3336.240813732147
358,176.93994140625,9.707281112670898,92553.27223205566,3345.948094844818
359,130.7893829345703,9.186929702758789,92684.06161499023,3355.135024547577
360,127.86470794677734,9.001640319824219,92811.92632293701,3364.136664867401
361,243.01779174804688,9.91899585723877,93054.94411468506,3374.05566072464
362,254.71217346191406,9.9225435256958,93309.65628814697,3383.9782042503357
363,239.4506378173828,10.219837188720703,93549.10692596436,3394.1980414390564
364,352.0186767578125,9.583024024963379,93901.12560272217,3403.78106546402
365,110.68030548095703,9.3958101272583,94011.80590820312,3413.176875591278
366,58.74605941772461,8.017090797424316,94070.55196762085,3421.1939663887024
367,101.66249084472656,8.184804916381836,94172.21445846558,3429.3787713050842
368,154.518798828125,9.4520263671875,94326.7332572937,3438.8307976722717
369,195.4734649658203,9.599625587463379,94522.20672225952,3448.430423259735
370,298.3211364746094,9.652152061462402,94820.52785873413,3458.0825753211975
371,391.97601318359375,10.135881423950195,95212.50387191772,3468.2184567451477
372,263.4183349609375,10.030464172363281,95475.92220687866,3478.248920917511
373,196.84017944335938,9.506933212280273,95672.76238632202,3487.7558541297913
374,92.68228149414062,9.415913581848145,95765.44466781616,3497.1717677116394
375,176.3126220703125,10.144148826599121,95941.75728988647,3507.3159165382385
376,220.15591430664062,9.955375671386719,96161.91320419312,3517.2712922096252
377,285.34185791015625,10.162701606750488,96447.25506210327,3527.4339938163757
378,196.18069458007812,9.851097106933594,96643.43575668335,3537.2850909233093
379,230.0172576904297,10.213882446289062,96873.45301437378,3547.4989733695984
380,276.33135986328125,9.994556427001953,97149.78437423706,3557.4935297966003
381,370.20513916015625,10.158523559570312,97519.98951339722,3567.6520533561707
382,190.85302734375,9.931419372558594,97710.84254074097,3577.5834727287292
383,247.65272521972656,10.04272174835205,97958.4952659607,3587.6261944770813
384,246.86334228515625,9.409883499145508,98205.35860824585,3597.036077976227
385,325.3248291015625,9.987872123718262,98530.68343734741,3607.023950099945
386,193.3387451171875,9.266557693481445,98724.0221824646,3616.2905077934265
387,223.91456604003906,9.91129207611084,98947.93674850464,3626.2017998695374
388,255.19248962402344,9.677878379821777,99203.12923812866,3635.879678249359
389,154.54150390625,9.847294807434082,99357.67074203491,3645.726973056793
390,256.69354248046875,9.511319160461426,99614.36428451538,3655.2382922172546
391,147.1038055419922,8.702948570251465,99761.46809005737,3663.941240787506
392,246.63558959960938,9.451822280883789,100008.10367965698,3673.39306306839
393,245.5057373046875,10.27103042602539,100253.60941696167,3683.6640934944153
394,268.24505615234375,9.815923690795898,100521.85447311401,3693.480017185211
395,93.03691101074219,8.643930435180664,100614.89138412476,3702.123947620392
396,194.24600219726562,9.696974754333496,100809.13738632202,3711.8209223747253
397,185.1506805419922,9.454561233520508,100994.28806686401,3721.275483608246
398,302.779052734375,9.732690811157227,101297.06711959839,3731.008174419403
399,294.64208984375,10.146767616271973,101591.70920944214,3741.154942035675
400,310.4990234375,9.652974128723145,101902.20823287964,3750.807916164398
401,191.07986450195312,9.447248458862305,102093.28809738159,3760.2551646232605
402,246.02842712402344,10.085514068603516,102339.31652450562,3770.340678691864
403,262.60760498046875,9.473628997802734,102601.92412948608,3779.8143076896667
404,292.38311767578125,9.806824684143066,102894.30724716187,3789.62113237381
405,88.25082397460938,9.002737998962402,102982.55807113647,3798.623870372772
